timestamp,lot_id,occupancy,queue,model1_price,model2_price,model3_price,reroute_flag
2016-10-07 10:30:00,BHMBCCMKT01,172,5,20.0,11.130891168415637,11.130891168415637,0
2016-10-07 10:57:00,BHMBCCMKT01,188,3,20.0,,,0
2016-10-07 11:30:00,BHMBCCMKT01,199,4,20.0,,,0
2016-10-07 12:03:00,BHMBCCMKT01,210,7,20.0,10.819164897706424,10.819164897706424,0
2016-10-07 12:30:00,BHMBCCMKT01,206,7,20.0,10.354443360657461,10.354443360657461,0
2016-10-07 13:04:00,BHMBCCMKT01,200,7,20.0,10.800151401475302,10.800151401475302,0
2016-10-07 13:30:00,BHMBCCMKT01,201,7,20.0,10.802052751098415,8.641642200878733,1
2016-10-07 14:03:00,BHMBCCMKT01,193,3,20.0,,,0
2016-10-07 14:30:00,BHMBCCMKT01,181,4,20.0,,,0
2016-10-07 15:04:00,BHMBCCMKT01,172,2,20.0,11.56972266142989,11.56972266142989,0
2016-10-07 15:30:00,BHMBCCMKT01,159,2,20.0,,,0
2016-10-07 15:57:00,BHMBCCMKT01,158,2,20.0,,,0
2016-10-07 16:30:00,BHMBCCMKT01,132,2,20.0,11.036552537948896,11.036552537948896,0
2016-10-08 07:57:00,BHMBCCMKT01,58,1,20.0,10.859283374754085,13.031140049704902,0
2016-10-08 08:30:00,BHMBCCMKT01,61,2,20.0,,,0
2016-10-08 08:57:00,BHMBCCMKT01,75,1,20.0,11.348722456903504,11.348722456903504,0
2016-10-08 09:30:00,BHMBCCMKT01,104,2,20.0,10.98331474850176,13.179977698202112,0
2016-10-08 10:04:00,BHMBCCMKT01,158,3,20.0,11.12255691923433,11.12255691923433,0
2016-10-08 10:30:00,BHMBCCMKT01,191,3,20.0,,,0
2016-10-08 10:57:00,BHMBCCMKT01,223,4,20.0,,,0
2016-10-08 11:30:00,BHMBCCMKT01,254,4,20.0,,,0
2016-10-08 12:04:00,BHMBCCMKT01,306,7,20.0,11.001694461525176,11.001694461525176,0
2016-10-08 12:30:00,BHMBCCMKT01,320,8,20.0,11.064882647333265,11.064882647333265,0
2016-10-08 13:04:00,BHMBCCMKT01,348,7,20.0,11.08155114569588,11.08155114569588,0
2016-10-08 13:30:00,BHMBCCMKT01,357,7,20.0,11.098663292303888,11.098663292303888,0
2016-10-08 14:03:00,BHMBCCMKT01,395,4,20.0,,,0
2016-10-08 14:30:00,BHMBCCMKT01,400,4,20.0,,,0
2016-10-08 14:57:00,BHMBCCMKT01,395,4,20.0,,,0
2016-10-08 15:30:00,BHMBCCMKT01,406,3,20.0,,,0
2016-10-08 16:04:00,BHMBCCMKT01,381,2,20.0,11.509988594103786,13.811986312924544,0
2016-10-08 16:30:00,BHMBCCMKT01,365,2,20.0,11.936683138690507,11.936683138690507,0
2016-10-09 08:04:00,BHMBCCMKT01,42,2,20.0,13.60812790320789,16.32975348384947,0
2016-10-09 08:30:00,BHMBCCMKT01,42,2,20.0,13.151011764651377,15.781214117581651,0
2016-10-09 09:04:00,BHMBCCMKT01,43,2,20.0,13.610029252831,13.610029252831,0
2016-10-09 09:30:00,BHMBCCMKT01,43,2,20.0,,,0
2016-10-09 09:57:00,BHMBCCMKT01,50,3,20.0,,,0
2016-10-09 10:30:00,BHMBCCMKT01,64,5,20.0,,,0
2016-10-09 11:04:00,BHMBCCMKT01,100,6,20.0,,,0
2016-10-09 11:30:00,BHMBCCMKT01,126,6,20.0,,,0
2016-10-09 11:57:00,BHMBCCMKT01,148,6,20.0,,,0
2016-10-09 12:30:00,BHMBCCMKT01,170,9,20.0,14.01606246484657,14.01606246484657,0
2016-10-09 13:04:00,BHMBCCMKT01,189,8,20.0,13.558502678044665,13.558502678044665,0
2016-10-09 13:30:00,BHMBCCMKT01,205,9,20.0,13.168377424542467,13.168377424542467,0
2016-10-09 14:03:00,BHMBCCMKT01,208,7,20.0,,,0
2016-10-09 14:30:00,BHMBCCMKT01,209,5,20.0,,,0
2016-10-09 15:04:00,BHMBCCMKT01,191,3,20.0,13.927998288136099,16.71359794576332,0
2016-10-09 15:30:00,BHMBCCMKT01,180,3,20.0,13.907083442281866,16.688500130738237,0
2016-10-09 16:03:00,BHMBCCMKT01,155,3,20.0,14.316665840260578,17.17999900831269,0
2016-10-09 16:30:00,BHMBCCMKT01,133,2,20.0,13.781150718911082,16.537380862693297,0
2016-10-10 08:04:00,BHMBCCMKT01,54,1,20.0,10.394561837705126,10.394561837705126,0
2016-10-10 08:30:00,BHMBCCMKT01,56,1,20.0,11.312596814064374,11.312596814064374,0
2016-10-10 09:04:00,BHMBCCMKT01,65,1,20.0,10.87259282211587,13.047111386539044,0
2016-10-10 09:30:00,BHMBCCMKT01,73,2,20.0,10.467256771628774,12.560708125954529,0
2016-10-10 10:03:00,BHMBCCMKT01,92,2,20.0,,,0
2016-10-10 10:30:00,BHMBCCMKT01,113,4,20.0,,,0
2016-10-10 10:57:00,BHMBCCMKT01,144,3,20.0,,,0
2016-10-10 11:30:00,BHMBCCMKT01,149,4,20.0,,,0
2016-10-10 11:57:00,BHMBCCMKT01,159,4,20.0,,,0
2016-10-10 12:30:00,BHMBCCMKT01,171,6,20.0,10.708442971320533,10.708442971320533,0
2016-10-10 13:04:00,BHMBCCMKT01,176,5,20.0,,,0
2016-10-10 13:30:00,BHMBCCMKT01,172,6,20.0,10.710344320943646,10.710344320943646,0
2016-10-10 14:03:00,BHMBCCMKT01,161,5,20.0,10.652860184004894,10.652860184004894,0
2016-10-10 14:30:00,BHMBCCMKT01,154,3,20.0,,,0
2016-10-10 14:57:00,BHMBCCMKT01,137,4,20.0,,,0
2016-10-10 15:30:00,BHMBCCMKT01,129,1,20.0,10.537163059438527,12.64459567132623,0
2016-10-10 15:57:00,BHMBCCMKT01,130,3,20.0,,,0
2016-10-10 16:30:00,BHMBCCMKT01,114,2,20.0,11.459444383289393,11.459444383289393,0
2016-10-11 08:04:00,BHMBCCMKT01,56,1,20.0,,,0
2016-10-11 08:30:00,BHMBCCMKT01,64,1,20.0,10.870691472492759,13.04482976699131,0
2016-10-11 08:57:00,BHMBCCMKT01,74,1,20.0,11.346821107280391,11.346821107280391,0
2016-10-11 09:30:00,BHMBCCMKT01,93,2,20.0,10.505283764091015,12.606340516909217,0
2016-10-11 09:57:00,BHMBCCMKT01,129,2,20.0,,,0
2016-10-11 10:30:00,BHMBCCMKT01,167,3,20.0,,,0
2016-10-11 10:57:00,BHMBCCMKT01,200,3,20.0,,,0
2016-10-11 11:30:00,BHMBCCMKT01,219,5,20.0,,,0
2016-10-11 12:03:00,BHMBCCMKT01,225,7,20.0,10.847685142053102,10.847685142053102,0
2016-10-11 12:30:00,BHMBCCMKT01,221,8,20.0,,,0
2016-10-11 13:04:00,BHMBCCMKT01,217,6,20.0,,,0
2016-10-11 13:31:00,BHMBCCMKT01,217,6,20.0,,,0
2016-10-11 14:04:00,BHMBCCMKT01,208,4,20.0,,,0
2016-10-11 14:30:00,BHMBCCMKT01,191,3,20.0,,,0
2016-10-11 15:03:00,BHMBCCMKT01,167,2,20.0,10.645983636201304,12.775180363441565,0
2016-10-11 15:33:00,BHMBCCMKT01,159,2,20.0,11.08788897777292,13.305466773327504,0
2016-10-11 16:01:00,BHMBCCMKT01,150,1,20.0,10.57709140152388,12.692509681828655,0
2016-10-11 16:26:00,BHMBCCMKT01,127,2,20.0,11.027045789833336,11.027045789833336,0
2016-10-12 08:04:00,BHMBCCMKT01,51,1,20.0,10.38885778883579,12.466629346602947,0
2016-10-12 08:31:00,BHMBCCMKT01,57,2,20.0,10.893951316215496,13.072741579458595,0
2016-10-12 09:03:00,BHMBCCMKT01,64,1,20.0,10.413575333936247,12.496290400723497,0
2016-10-12 09:26:00,BHMBCCMKT01,73,1,20.0,10.887803619100767,13.06536434292092,0
2016-10-12 10:01:00,BHMBCCMKT01,99,3,20.0,,,0
2016-10-12 10:31:00,BHMBCCMKT01,112,3,20.0,,,0
2016-10-12 11:04:00,BHMBCCMKT01,127,4,20.0,,,0
2016-10-12 11:31:00,BHMBCCMKT01,128,4,20.0,,,0
2016-10-12 12:04:00,BHMBCCMKT01,143,6,20.0,10.655205181873397,10.655205181873397,0
2016-10-12 12:31:00,BHMBCCMKT01,158,5,20.0,,,0
2016-10-12 13:04:00,BHMBCCMKT01,157,6,20.0,10.224707938040453,10.224707938040453,0
2016-10-12 13:34:00,BHMBCCMKT01,164,6,20.0,10.695133523958749,10.695133523958749,0
2016-10-12 14:03:00,BHMBCCMKT01,167,5,20.0,10.207152143187052,10.207152143187052,0
2016-10-12 14:34:00,BHMBCCMKT01,159,4,20.0,,,0
2016-10-12 15:01:00,BHMBCCMKT01,140,2,20.0,11.051763334933792,11.051763334933792,0
2016-10-12 15:30:00,BHMBCCMKT01,128,2,20.0,11.486063278012962,13.783275933615554,0
2016-10-12 15:57:00,BHMBCCMKT01,121,2,20.0,11.015637692094664,13.218765230513597,0
2016-10-12 16:31:00,BHMBCCMKT01,111,2,20.0,,,0
2016-10-13 07:57:00,BHMBCCMKT01,58,2,20.0,10.895852665838607,13.075023199006328,0
2016-10-13 08:31:00,BHMBCCMKT01,65,1,20.0,10.87259282211587,10.87259282211587,0
2016-10-13 09:04:00,BHMBCCMKT01,76,2,20.0,10.930076959054624,13.116092350865548,0
2016-10-13 09:31:00,BHMBCCMKT01,97,2,20.0,,,0
2016-10-13 09:57:00,BHMBCCMKT01,127,2,20.0,10.569929651276823,12.683915581532187,0
2016-10-13 10:31:00,BHMBCCMKT01,166,4,20.0,,,0
2016-10-13 11:04:00,BHMBCCMKT01,200,4,20.0,,,0
2016-10-13 11:31:00,BHMBCCMKT01,220,4,20.0,,,0
2016-10-13 11:57:00,BHMBCCMKT01,230,4,20.0,,,0
2016-10-13 12:31:00,BHMBCCMKT01,231,7,20.0,,,0
2016-10-13 13:04:00,BHMBCCMKT01,214,6,20.0,10.790201005114351,10.790201005114351,0
2016-10-13 13:31:00,BHMBCCMKT01,203,6,20.0,,,0
2016-10-13 13:57:00,BHMBCCMKT01,205,5,20.0,,,0
2016-10-13 14:31:00,BHMBCCMKT01,181,4,20.0,,,0
2016-10-13 15:04:00,BHMBCCMKT01,162,2,20.0,11.093593026642257,13.312311631970708,0
2016-10-13 15:31:00,BHMBCCMKT01,144,2,20.0,,,0
2016-10-13 16:04:00,BHMBCCMKT01,132,2,20.0,11.036552537948896,13.243863045538676,0
2016-10-13 16:31:00,BHMBCCMKT01,130,2,20.0,11.03274983870267,11.03274983870267,0
2016-10-14 08:01:00,BHMBCCMKT01,53,1,20.0,10.849776626638526,13.01973195196623,0
2016-10-14 08:27:00,BHMBCCMKT01,57,1,20.0,10.857382025130974,13.028858430157168,0
2016-10-14 09:01:00,BHMBCCMKT01,67,2,20.0,,,0
2016-10-14 09:27:00,BHMBCCMKT01,100,2,20.0,10.97570935000931,13.170851220011173,0
2016-10-14 10:01:00,BHMBCCMKT01,134,2,20.0,11.04035523719512,11.04035523719512,0
2016-10-14 10:27:00,BHMBCCMKT01,157,3,20.0,11.120655569611218,11.120655569611218,0
2016-10-14 11:01:00,BHMBCCMKT01,205,5,20.0,,,0
2016-10-14 11:27:00,BHMBCCMKT01,220,5,20.0,,,0
2016-10-14 12:01:00,BHMBCCMKT01,224,7,20.0,10.845783792429991,10.845783792429991,0
2016-10-14 12:27:00,BHMBCCMKT01,213,5,20.0,,,0
2016-10-14 13:01:00,BHMBCCMKT01,205,6,20.0,11.230204997062854,11.230204997062854,0
2016-10-14 13:27:00,BHMBCCMKT01,201,7,20.0,10.802052751098415,10.802052751098415,0
2016-10-14 14:01:00,BHMBCCMKT01,182,4,20.0,,,0
2016-10-14 14:34:00,BHMBCCMKT01,174,3,20.0,,,0
2016-10-14 15:01:00,BHMBCCMKT01,171,2,20.0,11.110705173250263,13.332846207900316,0
2016-10-14 15:27:00,BHMBCCMKT01,161,2,20.0,10.63457553846263,10.63457553846263,0
2016-10-14 16:01:00,BHMBCCMKT01,138,1,20.0,11.011391344603048,13.213669613523658,0
2016-10-14 16:34:00,BHMBCCMKT01,134,2,20.0,11.04035523719512,11.04035523719512,0
2016-10-15 08:01:00,BHMBCCMKT01,53,1,20.0,10.392660488082015,12.471192585698418,0
2016-10-15 08:34:00,BHMBCCMKT01,63,1,20.0,10.868790122869648,10.868790122869648,0
2016-10-15 09:01:00,BHMBCCMKT01,77,2,20.0,10.931978308677735,10.931978308677735,0
2016-10-15 09:27:00,BHMBCCMKT01,101,2,20.0,10.977610699632423,13.173132839558908,0
2016-10-15 10:01:00,BHMBCCMKT01,154,3,20.0,11.11495152074188,13.337941824890255,0
2016-10-15 10:27:00,BHMBCCMKT01,171,3,20.0,11.147274464334785,13.376729357201741,0
2016-10-15 11:01:00,BHMBCCMKT01,211,4,20.0,,,0
2016-10-15 11:27:00,BHMBCCMKT01,239,4,20.0,,,0
2016-10-15 12:01:00,BHMBCCMKT01,276,8,20.0,10.981223263916338,8.78497861113307,1
2016-10-15 12:27:00,BHMBCCMKT01,297,8,20.0,11.02115160600169,11.02115160600169,0
2016-10-15 13:01:00,BHMBCCMKT01,332,7,20.0,11.051129551726088,11.051129551726088,0
2016-10-15 13:34:00,BHMBCCMKT01,352,8,20.0,11.12572583527285,11.12572583527285,0
2016-10-15 14:01:00,BHMBCCMKT01,391,6,20.0,11.126739888405176,11.126739888405176,0
2016-10-15 14:27:00,BHMBCCMKT01,409,4,20.0,,,0
2016-10-15 15:01:00,BHMBCCMKT01,442,3,20.0,11.66254021219814,13.995048254637767,0
2016-10-15 15:27:00,BHMBCCMKT01,428,3,20.0,11.178805178918058,13.414566214701669,0
2016-10-15 16:01:00,BHMBCCMKT01,412,2,20.0,11.56893043242026,13.882716518904312,0
2016-10-15 16:27:00,BHMBCCMKT01,393,2,20.0,11.075688651024617,13.29082638122954,0
2016-10-16 08:04:00,BHMBCCMKT01,48,2,20.0,13.61953600094656,16.343443201135873,0
2016-10-16 08:27:00,BHMBCCMKT01,48,2,20.0,13.162419862390049,13.162419862390049,0
2016-10-16 09:01:00,BHMBCCMKT01,55,2,20.0,13.632845448308345,16.359414537970014,0
2016-10-16 09:27:00,BHMBCCMKT01,57,2,20.0,13.636648147554569,16.363977777065482,0
2016-10-16 10:04:00,BHMBCCMKT01,57,4,20.0,13.70978672972361,13.70978672972361,0
2016-10-16 10:34:00,BHMBCCMKT01,56,3,20.0,,,0
2016-10-16 11:01:00,BHMBCCMKT01,56,5,20.0,,,0
2016-10-16 11:27:00,BHMBCCMKT01,56,4,20.0,,,0
2016-10-16 12:01:00,BHMBCCMKT01,65,8,20.0,13.322735324778776,13.322735324778776,0
2016-10-16 12:27:00,BHMBCCMKT01,105,9,20.0,12.978242462231266,12.978242462231266,0
2016-10-16 13:01:00,BHMBCCMKT01,131,8,20.0,13.44822439990417,13.44822439990417,0
2016-10-16 13:27:00,BHMBCCMKT01,146,6,20.0,,,0
2016-10-16 14:01:00,BHMBCCMKT01,170,7,20.0,13.028691605564504,13.028691605564504,0
2016-10-16 14:27:00,BHMBCCMKT01,180,5,20.0,,,0
2016-10-16 15:01:00,BHMBCCMKT01,192,3,20.0,13.929899637759211,16.715879565311052,0
2016-10-16 15:31:00,BHMBCCMKT01,185,3,20.0,13.459474051840914,13.459474051840914,0
2016-10-16 15:57:00,BHMBCCMKT01,173,3,20.0,,,0
2016-10-16 16:31:00,BHMBCCMKT01,154,3,20.0,,,0
2016-10-17 08:01:00,BHMBCCMKT01,50,2,20.0,10.423525730297198,12.508230876356638,0
2016-10-17 08:27:00,BHMBCCMKT01,54,1,20.0,10.394561837705126,12.47347420524615,0
2016-10-17 09:01:00,BHMBCCMKT01,66,1,20.0,10.874494171738982,10.874494171738982,0
2016-10-17 09:27:00,BHMBCCMKT01,76,2,20.0,11.387193097611137,13.664631717133364,0
2016-10-17 10:04:00,BHMBCCMKT01,112,3,20.0,,,0
2016-10-17 10:31:00,BHMBCCMKT01,119,5,20.0,10.115887361277675,10.115887361277675,0
2016-10-17 11:04:00,BHMBCCMKT01,144,6,20.0,10.65710653149651,10.65710653149651,0
2016-10-17 11:31:00,BHMBCCMKT01,153,6,20.0,10.674218678104516,10.674218678104516,0
2016-10-17 12:04:00,BHMBCCMKT01,159,7,20.0,10.72219606692771,10.72219606692771,0
2016-10-17 12:31:00,BHMBCCMKT01,154,7,20.0,10.71268931881215,10.71268931881215,0
2016-10-17 12:57:00,BHMBCCMKT01,154,6,20.0,10.67612002772763,10.67612002772763,0
2016-10-17 13:31:00,BHMBCCMKT01,157,6,20.0,10.224707938040453,10.224707938040453,0
2016-10-17 14:04:00,BHMBCCMKT01,161,3,20.0,,,0
2016-10-17 14:31:00,BHMBCCMKT01,147,4,20.0,10.589671998196803,10.589671998196803,0
2016-10-17 14:57:00,BHMBCCMKT01,133,4,20.0,,,0
2016-10-17 15:31:00,BHMBCCMKT01,121,2,20.0,10.558521553538151,12.670225864245781,0
2016-10-17 15:57:00,BHMBCCMKT01,115,1,20.0,10.967660303271472,13.161192363925766,0
2016-10-17 16:28:00,BHMBCCMKT01,110,2,20.0,11.451838984796945,11.451838984796945,0
2016-10-18 08:01:00,BHMBCCMKT01,57,2,20.0,10.436835177658983,12.52420221319078,0
2016-10-18 08:28:00,BHMBCCMKT01,60,2,20.0,10.899655365084831,10.899655365084831,0
2016-10-18 09:01:00,BHMBCCMKT01,72,1,20.0,10.885902269477654,10.885902269477654,0
2016-10-18 09:28:00,BHMBCCMKT01,91,2,20.0,10.501481064844791,12.60177727781375,0
2016-10-18 10:01:00,BHMBCCMKT01,145,3,20.0,11.097839374133873,13.317407248960647,0
2016-10-18 10:28:00,BHMBCCMKT01,178,2,20.0,11.124014620612048,13.348817544734457,0
2016-10-18 11:01:00,BHMBCCMKT01,220,5,20.0,,,0
2016-10-18 11:27:00,BHMBCCMKT01,228,5,20.0,,,0
2016-10-18 12:01:00,BHMBCCMKT01,231,7,20.0,,,0
2016-10-18 12:27:00,BHMBCCMKT01,224,7,20.0,11.302899930986502,11.302899930986502,0
2016-10-18 13:01:00,BHMBCCMKT01,237,6,20.0,11.291048185002438,11.291048185002438,0
2016-10-18 13:28:00,BHMBCCMKT01,227,6,20.0,10.814918550214808,10.814918550214808,0
2016-10-18 13:54:00,BHMBCCMKT01,226,6,20.0,10.355901062035182,10.355901062035182,0
2016-10-18 14:27:00,BHMBCCMKT01,200,3,20.0,,,0
2016-10-18 15:01:00,BHMBCCMKT01,165,3,20.0,11.135866366596115,13.363039639915337,0
2016-10-18 15:27:00,BHMBCCMKT01,157,2,20.0,,,0
2016-10-18 15:55:00,BHMBCCMKT01,149,2,20.0,11.0688754815418,13.282650577850161,0
2016-10-18 16:27:00,BHMBCCMKT01,124,2,20.0,11.021341740963999,13.225610089156799,0
2016-10-19 08:05:00,BHMBCCMKT01,49,2,20.0,10.878740519230599,10.878740519230599,0
2016-10-19 08:25:00,BHMBCCMKT01,51,1,20.0,10.845973927392302,13.015168712870762,0
2016-10-19 08:58:00,BHMBCCMKT01,59,2,20.0,10.89775401546172,13.077304818554063,0
2016-10-19 09:32:00,BHMBCCMKT01,76,2,20.0,10.472960820498113,12.567552984597734,0
2016-10-19 09:58:00,BHMBCCMKT01,105,2,20.0,10.985216098124873,10.985216098124873,0
2016-10-19 10:25:00,BHMBCCMKT01,135,3,20.0,11.078825877902753,13.294591053483304,0
2016-10-19 10:59:00,BHMBCCMKT01,156,3,20.0,,,0
2016-10-19 11:25:00,BHMBCCMKT01,177,4,20.0,,,0
2016-10-19 11:59:00,BHMBCCMKT01,181,6,20.0,10.727456467551653,10.727456467551653,0
2016-10-19 12:25:00,BHMBCCMKT01,171,7,20.0,,,0
2016-10-19 12:58:00,BHMBCCMKT01,165,7,20.0,10.733604164666382,10.733604164666382,0
2016-10-19 13:25:00,BHMBCCMKT01,167,6,20.0,10.243721434271574,10.243721434271574,0
2016-10-19 13:58:00,BHMBCCMKT01,161,5,20.0,,,0
2016-10-19 14:32:00,BHMBCCMKT01,156,3,20.0,,,0
2016-10-19 14:58:00,BHMBCCMKT01,144,4,20.0,,,0
2016-10-19 15:32:00,BHMBCCMKT01,127,1,20.0,10.990476498748816,13.188571798498579,0
2016-10-19 15:59:00,BHMBCCMKT01,117,2,20.0,10.550916155045705,12.661099386054845,0
2016-10-19 16:25:00,BHMBCCMKT01,110,2,20.0,10.994722846240432,13.193667415488518,0
2016-10-22 07:59:00,BHMBCCMKT01,57,2,20.0,,,0
2016-10-22 08:26:00,BHMBCCMKT01,59,1,20.0,,,0
2016-10-22 08:59:00,BHMBCCMKT01,72,1,20.0,11.343018408034167,11.343018408034167,0
2016-10-22 09:26:00,BHMBCCMKT01,93,2,20.0,10.962399902647528,13.154879883177033,0
2016-10-22 09:59:00,BHMBCCMKT01,130,2,20.0,11.03274983870267,11.03274983870267,0
2016-10-22 10:26:00,BHMBCCMKT01,156,3,20.0,11.118754219988105,13.342505063985726,0
2016-10-22 10:59:00,BHMBCCMKT01,198,4,20.0,,,0
2016-10-22 11:32:00,BHMBCCMKT01,239,4,20.0,,,0
2016-10-22 11:59:00,BHMBCCMKT01,261,5,20.0,,,0
2016-10-22 12:32:00,BHMBCCMKT01,324,8,20.0,11.072488045825713,11.072488045825713,0
2016-10-22 12:59:00,BHMBCCMKT01,359,8,20.0,11.139035282634634,11.139035282634634,0
2016-10-22 13:32:00,BHMBCCMKT01,380,7,20.0,,,0
2016-10-22 13:59:00,BHMBCCMKT01,408,5,20.0,,,0
2016-10-22 14:39:00,BHMBCCMKT01,430,4,20.0,,,0
2016-10-22 14:59:00,BHMBCCMKT01,424,4,20.0,,,0
2016-10-22 15:26:00,BHMBCCMKT01,403,3,20.0,11.588387576896771,13.906065092276124,0
2016-10-22 15:59:00,BHMBCCMKT01,384,2,20.0,11.515692642973123,11.515692642973123,0
2016-10-22 16:26:00,BHMBCCMKT01,340,2,20.0,11.432033259556194,13.718439911467433,0
2016-10-23 07:59:00,BHMBCCMKT01,47,2,20.0,13.61763465132345,16.34116158158814,0
2016-10-23 08:26:00,BHMBCCMKT01,48,2,20.0,13.162419862390049,15.794903834868059,0
2016-10-23 08:59:00,BHMBCCMKT01,51,2,20.0,,,0
2016-10-23 09:26:00,BHMBCCMKT01,50,3,20.0,,,0
